feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,target
1.212711970483772,0.640820939292275,1.0900713978967413,-0.5243961685131251,0.07707645945147745,-0.828926742394279,-0.6779658400129874,0
1.6119415268793789,1.7399326622096356,-2.126898701046941,-1.8743236242351586,-0.9226503434750692,2.246945626895907,2.0956809187766656,0
2.5098461910152867,-0.8033974866985873,-4.060663867144122,2.5754693460860953,-2.898582386666332,-3.9630912222587593,2.8796122261417,1
3.6074163878784216,-2.1369864487728165,5.287300750279732,-1.1373722947721945,-0.7524007725755469,-6.6651532666111555,-3.7939744824474833,0
1.6485265236565392,1.2016253295489683,-2.2263106965697745,-1.143656205362345,-1.2798300220920578,1.0613124132242655,1.9621452933588923,0
0.7933027327177709,0.24361408679283847,-2.2493262437595414,-2.6097065611613406,-3.636954235587518,0.7025836905786212,0.5167440504179036,0
1.002674127145727,0.7145946836021235,-0.4747624801990097,-0.7408088452814727,-1.2982234938396222,-0.46719952900759887,-0.09041847347833043,0
0.8583894726398236,0.22958679917818836,3.055687163811491,1.248015116682426,1.6306661220688095,-2.671442879566465,-2.005239423476355,1
0.188803190298368,0.6939737830975232,-2.8243999764253864,-1.6888240725454855,-1.6646958631672373,2.524299716930697,1.9831200811958722,0
2.165116985128119,-2.09105801746606,2.128815127557422,0.9235330575137919,-1.3066954397044197,-5.853912839227363,-1.8946688742187157,0
0.7248309147014083,-1.836515826607684,-2.371811283514891,0.44119768519416447,-0.6221075570896843,-0.21923950649156546,2.7682692633630417,1
1.6560793074733162,-0.5483891309565175,-1.551934625693916,0.4191795224031619,-0.8185308597060835,-1.2072384176323627,1.7742950433941422,1
1.9569599126656025,-2.483654530350821,0.28834553140178987,-1.2504887317343123,-2.89609262839569,-3.622033739732663,-0.6370319096187025,0
1.8855077453500808,-2.21102707856826,0.8069500883812847,0.28873099517973033,-2.229075275794871,-4.863060982209352,-1.1216514394816388,0
1.6815006880842454,-2.9848828351788907,2.6469925133123677,-2.5762066023979777,-2.32718336827942,-3.575592747953815,-2.395989614618397,0
2.437028086763493,1.5875685440713863,1.9220567882776738,1.3784765422308323,0.9344026715856646,-3.1413148263223265,-1.1019091353513804,1
1.9683757762702356,0.05637994325648299,3.7335331142648363,1.7428755337267512,2.593047367556072,-3.6148245934415297,-1.6272843467687035,1
-1.5454171251296165,-0.2533063823954633,-2.5372607851764823,-0.7301924958495472,-0.39654669391946595,3.289675543546527,1.9772357468743587,0
0.9365901129987478,-0.2189089897197697,-2.289777456829772,1.3748077731638997,-3.0945533147946436,-3.0850992403638124,0.3260143905329629,1
0.16295476694482658,-2.339910765618997,-0.38716496213450274,-3.319424772865344,-2.8114546461815535,0.3047769036070628,-0.20571298542014638,0
1.590544128954619,0.047605073342895876,3.478447166368311,0.5417804275448517,0.693946965541075,-3.658011979981918,-2.6341026659812083,1
1.0961893058350562,-1.2262252894327244,-0.49819741827112546,1.1366929532614984,0.35971287779397243,-1.5517711050406027,1.3427041483593016,1
-0.8205963256269129,-1.537059327932667,-0.7157774663169133,1.6748176155942747,-2.2581190844910823,-3.1428064861540275,-1.1093683270779113,1
